Category;Term;Count;List Total;Pop Hits;Pop Total;P-Value;Benjamini;Fold Enrichment;Bonferroni;FDR;Fisher Exact;User Ids
UP_KW_BIOLOGICAL_PROCESS;Transcription;34;89;2329;11926;6.44E-05;2.28E-03;1.96;2.96E-03;2.23E-03;3.21E-05;ZFP503,CITED4,FHL2,ZFP608,TRP63,RORA,ARRB1,HIF1A,FOXO1,SOX2,SBNO2,PPP1R13L,NRIP1,ALX3,HES1,SOX5,BCL9L,TEAD4,KLF13,HACE1,RBPMS,IRX3,HMGA2,ARID5B,TBX6,NR2F2,FOXP4,PPRC1,KLF15,MEIS1,DMRTA1,LHX1,CTNNB1,HOXB1
GOTERM_CC_DIRECT;adherens junction;8;144;188;26676;7.23E-05;8.39E-03;7.88;1.66E-02;7.95E-03;8.74E-06;JAG1,CTNNB1,ADAM10,FRMD4B,KIFC3,DLL1,MPP7,AJAP1
GOTERM_BP_DIRECT;cell fate commitment;6;144;84;26481;9.38E-05;8.41E-03;13.14;1.36E-01;8.22E-03;6.68E-06;SOX2,TEAD4,WNT11,HES1,DLL1,SOX5
GOTERM_BP_DIRECT;negative regulation of cell population proliferation;11;144;419;26481;9.74E-05;8.41E-03;4.83;1.41E-01;8.22E-03;1.94E-05;PTPRU,KLF13,PTCH1,TPBG,ZFP503,PMP22,CTNNB1,CYP1B1,BMP7,FGFR3,DLL1
UP_KW_BIOLOGICAL_PROCESS;Transcription regulation;33;89;2271;11926;9.91E-05;2.28E-03;1.95;4.55E-03;2.23E-03;4.97E-05;ZFP503,CITED4,FHL2,ZFP608,TRP63,RORA,ARRB1,HIF1A,FOXO1,SOX2,SBNO2,PPP1R13L,NRIP1,ALX3,HES1,SOX5,BCL9L,TEAD4,KLF13,HACE1,RBPMS,IRX3,HMGA2,ARID5B,TBX6,NR2F2,FOXP4,PPRC1,KLF15,DMRTA1,LHX1,CTNNB1,HOXB1
GOTERM_BP_DIRECT;regulation of DNA-templated transcription;22;144;1568;26481;1.07E-04;8.73E-03;2.58;1.53E-01;8.53E-03;4.01E-05;TEAD4,IRX3,CITED4,HMGA2,TRP63,RORA,ARRB1,NR2F2,TBX6,FOXP4,HIF1A,FOXO1,SOX2,SBNO2,MEIS1,PPP1R13L,LHX1,DMRTA1,ALX3,NKX1-1,HES1,HOXB1
GOTERM_BP_DIRECT;animal organ morphogenesis;7;144;141;26481;1.20E-04;9.35E-03;9.13;1.71E-01;9.13E-03;1.25E-05;MEIS1,JAG1,WNT11,PTCH1,TRP63,BMP7,DLL1
GOTERM_CC_DIRECT;nucleoplasm;40;144;4024;26676;1.21E-04;9.33E-03;1.84;2.76E-02;8.85E-03;6.40E-05;SLC44A1,TMEM94,TRP63,RORA,ARRB1,HIF1A,FOXO1,IRF2BPL,SOX2,FIP1L1,NRIP1,ALX3,HES1,PHLDA1,SOX5,BCL9L,TEAD4,PLEKHG1,MBNL1,RBPMS,PLK2,HMGA2,KAZN,TBX6,NR2F2,FANCE,FOXP4,PPRC1,KLF15,MPP7,DEF6,TIAM1,ARL4A,IBTK,MEIS1,LHX1,PADI3,CTNNB1,HOXB1,SKAP1
GOTERM_BP_DIRECT;somatic stem cell population maintenance;5;144;48;26481;1.32E-04;9.77E-03;19.16;1.85E-01;9.54E-03;6.29E-06;SOX2,HMGA2,HES1,FGFR3,BCL9L
GOTERM_MF_DIRECT;DNA-binding transcription factor activity;14;143;668;24402;1.48E-04;1.79E-02;3.58;5.27E-02;1.77E-02;4.00E-05;TEAD4,TRP63,RORA,NR2F2,TBX6,FOXP4,KLF15,HIF1A,FOXO1,SOX2,LHX1,ALX3,HOXB1,SOX5
GOTERM_BP_DIRECT;regulation of neurogenesis;5;144;51;26481;1.67E-04;1.18E-02;18.03;2.29E-01;1.16E-02;8.52E-06;SOX2,CTNNB1,HES1,DLL1,MEST
GOTERM_MF_DIRECT;DNA-binding transcription factor activity, RNA polymerase II-specific;18;143;1085;24402;1.96E-04;1.79E-02;2.83;6.92E-02;1.77E-02;6.71E-05;TEAD4,KLF13,IRX3,TRP63,RORA,TBX6,KLF15,HIF1A,FOXO1,SOX2,MEIS1,LHX1,DMRTA1,ALX3,NKX1-1,HES1,HOXB1,SOX5
KEGG_PATHWAY;Axon guidance;8;76;181;11151;2.07E-04;1.79E-02;6.49;3.14E-02;1.70E-02;3.04E-05;EFNA1,DPYSL5,PTCH1,BOC,PLXNB2,BMPR1B,BMP7,MYL9
INTERPRO;DSL;3;146;4;22338;2.49E-04;1.17E-01;114.75;1.32E-01;1.17E-01;1.09E-06;JAG2,JAG1,DLL1
GOTERM_MF_DIRECT;sequence-specific DNA binding;12;143;527;24402;2.69E-04;1.96E-02;3.89;9.35E-02;1.94E-02;6.67E-05;SOX2,TEAD4,MEIS1,DMRTA1,TRP63,HES1,RORA,NR2F2,HOXB1,FOXP4,HIF1A,FOXO1
KEGG_PATHWAY;Pathways in cancer;13;76;549;11151;2.74E-04;1.79E-02;3.47;4.13E-02;1.70E-02;7.60E-05;JAG2,JAG1,PTCH1,DLL1,HIF1A,FOXO1,WNT11,EDNRB,GNA12,CTNNB1,HES1,ITGAV,FGFR3
GOTERM_BP_DIRECT;nervous system development;10;144;390;26481;2.80E-04;1.89E-02;4.72;3.53E-01;1.85E-02;5.71E-05;MYLIP,MBNL1,BOC,PMP22,GRIK1,NR2F2,MERTK,LYPD6,DLL1,IRF2BPL
UP_KW_CELLULAR_COMPONENT;Cell junction;12;136;441;19217;2.87E-04;7.16E-03;3.84;7.14E-03;7.16E-03;7.15E-05;TIAM1,PTPRU,CTNNB1,KAZN,ADAM10,DSG2,ITGAV,FRMD4B,KIFC3,DLL1,MPP7,AJAP1
GOTERM_BP_DIRECT;cell-cell adhesion;8;144;235;26481;2.98E-04;1.90E-02;6.26;3.71E-01;1.86E-02;4.56E-05;ITGB5,BOC,CTNNB1,CNTN2,AQP4,DSG2,ITGAV,BMP7
GOTERM_BP_DIRECT;osteoblast differentiation;6;144;108;26481;3.05E-04;1.90E-02;10.22;3.78E-01;1.86E-02;2.83E-05;SOX2,WNT11,FHL2,CTNNB1,BMPR1B,BMP7
GOTERM_CC_DIRECT;cytoplasm;57;144;6900;26676;3.28E-04;1.90E-02;1.53;7.32E-02;1.80E-02;2.10E-04;CERK,NCF2,CITED4,FHL2,TRP63,IRS2,ARHGEF10L,AQP4,ARRB1,MSI2,FRY,SOX2,RNF157,PPP1R13L,DPYSL5,PHLDA1,WLS,TEAD4,EDARADD,MYLIP,MBNL1,PRKCH,TPM1,ADAM10,FRMD4B,ARL4C,TIAM1,ARL4A,PADI3,DSG2,PDZRN3,MYL9,SKAP1,HPCA,HIF1A,LYPD6,FOXO1,WNT11,PCBP3,NNAT,GNA12,HES1,FILIP1L,OFCC1,UVRAG,HACE1,RBPMS,PLK2,TPBG,IRX3,MERTK,DEF6,MPP7,IBTK,LIN28A,CTNNB1,ENGASE
GOTERM_BP_DIRECT;cell development;5;144;61;26481;3.35E-04;2.00E-02;15.07;4.06E-01;1.96E-02;2.07E-05;JAG1,IRX3,ARID5B,TRP63,BMP7
KEGG_PATHWAY;Signaling pathways regulating pluripotency of stem cells;7;76;140;11151;3.48E-04;1.79E-02;7.34;5.22E-02;1.70E-02;4.49E-05;SOX2,MEIS1,WNT11,CTNNB1,HOXB1,BMPR1B,FGFR3
UP_SEQ_FEATURE;DOMAIN:DSL;3;143;5;22331;3.97E-04;5.42E-02;93.7;2.37E-01;5.38E-02;2.55E-06;JAG2,JAG1,DLL1
GOTERM_BP_DIRECT;brain development;8;144;247;26481;4.02E-04;2.32E-02;5.96;4.65E-01;2.26E-02;6.47E-05;SOX2,MEIS1,PTCH1,NNAT,CNTN2,PLXNB2,IRS2,DSCAML1
INTERPRO;Notch_ligand_N;3;146;5;22338;4.13E-04;1.17E-01;91.8;2.09E-01;1.17E-01;2.71E-06;JAG2,JAG1,DLL1
SMART;DSL;3;95;4;10959;4.32E-04;4.49E-02;86.52;4.39E-02;4.49E-02;2.51E-06;JAG2,JAG1,DLL1
GOTERM_BP_DIRECT;eye development;5;144;66;26481;4.53E-04;2.52E-02;13.93;5.06E-01;2.46E-02;3.04E-05;SOX2,MEIS1,MAB21L1,BMPR1B,BMP7
UP_KW_BIOLOGICAL_PROCESS;Notch signaling pathway;5;89;49;11926;4.55E-04;6.98E-03;13.67;2.07E-02;6.83E-03;3.04E-05;JAG2,JAG1,TRP63,ADAM10,DLL1
UP_SEQ_FEATURE;DOMAIN:EGF-like 7;;;;;;;;;;;
GOTERM_BP_DIRECT;Notch signaling pathway;6;144;127;26481;6.41E-04;3.44E-02;8.69;6.31E-01;3.36E-02;7.02E-05;JAG2,JAG1,TRP63,ADAM10,HES1,DLL1
GOTERM_BP_DIRECT;inner ear development;5;144;75;26481;7.36E-04;3.82E-02;12.26;6.82E-01;3.73E-02;5.64E-05;SOX2,JAG1,HPCA,FGFR3,DLL1
GOTERM_BP_DIRECT;axon guidance;7;144;200;26481;7.80E-04;3.91E-02;6.44;7.03E-01;3.82E-02;1.16E-04;EFNA1,DPYSL5,BOC,CNTN2,B3GNT2,BMP7,DSCAML1
GOTERM_CC_DIRECT;nucleus;53;144;6478;26676;8.11E-04;2.97E-02;1.52;1.72E-01;2.82E-02;5.23E-04;CITED4,THUMPD2,FHL2,TRP63,ZFP608,RORA,ARHGEF10L,ARRB1,IRF2BPL,SOX2,PPP1R13L,NKX1-1,PHLDA1,WLS,SOX5,TEAD4,MBNL1,KLF13,ARID5B,KAZN,FOXP4,PPRC1,KLF15,ARL4A,DMRTA1,PADI3,HOXB1,SKAP1,ZFP503,HIF1A,DLL1,FOXO1,SBNO2,FIP1L1,PCBP3,NRIP1,ALX3,HES1,FILIP1L,BCL9L,HACE1,RBPMS,PLK2,IRX3,HMGA2,TBX6,NR2F2,DEF6,MEIS1,LIN28A,MAB21L1,LHX1,CTNNB1
GOTERM_CC_DIRECT;chromatin;11;144;553;26676;8.24E-04;2.97E-02;3.68;1.74E-01;2.82E-02;2.15E-04;SOX2,PLK2,NRIP1,HMGA2,TRP63,HES1,ARRB1,TBX6,FANCE,HIF1A,FOXO1
GOTERM_CC_DIRECT;cytosol;42;144;4745;26676;8.96E-04;2.97E-02;1.64;1.88E-01;2.82E-02;5.33E-04;SLC44A1,NCF2,PELI2,HPCA,IRS2,ARHGEF10L,ARRB1,MSI2,HIF1A,RND3,FOXO1,SOX2,PPP1R13L,DPYSL5,GNA12,NRIP1,ITGAV,KCNN4,WLS,JAG2,OFCC1,PLEKHG1,MBNL1,PRKCH,RBPMS,TPM1,TTC7B,KAZN,NR2F2,FOXP4,DEF6,ARL4C,TIAM1,ARL4A,IBTK,LIN28A,PDE10A,PADI3,CTNNB1,PDZRN3,SKAP1,ENGASE
UP_KW_CELLULAR_COMPONENT;Cell membrane;45;136;4005;19217;9.28E-04;1.16E-02;1.59;2.29E-02;1.16E-02;5.70E-04;PTPRU,CERK,SLC44A1,ITGB5,GRIK1,LDLRAD3,AQP4,ARRB1,DLL1,LYPD6,NKAIN1,EDNRB,GNA12,PIEZO2,ITGAV,KCNN4,ASIC2,LY6G6E,WLS,ABCA1,MYLIP,JAG1,PTCH1,TPBG,TTC7B,ADAM10,SLC39A10,MERTK,MPP7,DEF6,AJAP1,EFNA1,ARL4C,CACNB2,TIAM1,ARL4A,PMP22,PLXNB2,CTNNB1,CNTN2,DSG2,BMPR1B,FGFR3,DSCAML1,SKAP1
UP_SEQ_FEATURE;COMPBIAS:Polar residues;54;143;5655;22331;1.01E-03;9.88E-02;1.49;4.99E-01;9.81E-02;6.64E-04;PLEKHF2,PHTF2,ZFAND3,CITED4,TRP63,ZFP608,IRS2,MSI2,FRY,WFDC2,IRF2BPL,RNF157,EDNRB,BOC,NKX1-1,PHLDA1,SIL1,BAHCC1,SOX5,EDARADD,PLEKHG1,TPM1,ARID5B,KAZN,SLC39A10,FRMD4B,FOXP4,PPRC1,DKK2,CACNB2,TIAM1,MPPED1,DMRTA1,DSG2,HOXB1,PDZRN3,DSCAML1,PELI2,ZFP503,HIF1A,FBLN2,FOXO1,SUPT20,FIP1L1,NRIP1,BCL9L,JAG1,PTCH1,PLK2,DEF6,IBTK,MEIS1,PDE10A,LHX1
GOTERM_BP_DIRECT;positive regulation of osteoblast differentiation;5;144;82;26481;1.03E-03;5.00E-02;11.21;7.98E-01;4.88E-02;8.64E-05;JAG1,CTNNB1,TRP63,BMPR1B,BMP7
GOTERM_BP_DIRECT;midbrain development;4;144;39;26481;1.22E-03;5.76E-02;18.86;8.51E-01;5.63E-02;5.95E-05;CTNNB1,HES1,FGFR3,WLS
UP_SEQ_FEATURE;COMPBIAS:Pro residues;23;143;1719;22331;1.26E-03;1.08E-01;2.09;5.78E-01;1.07E-01;5.83E-04;TEAD4,KLF13,PKDCC,IRX3,ZFP608,IRS2,ARHGEF10L,NR2F2,PPRC1,FOXO1,IRF2BPL,RNF157,FIP1L1,PPP1R13L,LHX1,BOC,NKX1-1,HES1,PHLDA1,BAHCC1,FGFR3,DSCAML1,BCL9L
GOTERM_BP_DIRECT;cell adhesion;11;144;582;26481;1.28E-03;5.85E-02;3.48;8.63E-01;5.71E-02;3.53E-04;ITGB5,BOC,PMP22,CTNNB1,CYP1B1,CNTN2,HES1,DSG2,ITGAV,DSCAML1,AJAP1
GOTERM_BP_DIRECT;blood vessel morphogenesis;4;144;40;26481;1.32E-03;5.85E-02;18.39;8.71E-01;5.71E-02;6.58E-05;MEIS1,CYP1B1,NR2F2,HIF1A
GOTERM_CC_DIRECT;transcription regulator complex;8;144;306;26676;1.35E-03;3.92E-02;4.84;2.69E-01;3.72E-02;2.67E-04;SOX2,TEAD4,MEIS1,LHX1,CTNNB1,FOXP4,HIF1A,SOX5
GOTERM_BP_DIRECT;regulation of cell population proliferation;7;144;225;26481;1.43E-03;6.17E-02;5.72;8.92E-01;6.03E-02;2.39E-04;JAG2,JAG1,PTCH1,CTNNB1,HIF1A,FGFR3,FOXO1
GOTERM_MF_DIRECT;transcription coactivator activity;8;143;285;24402;1.43E-03;8.72E-02;4.79;4.08E-01;8.62E-02;2.86E-04;RBPMS,NRIP1,CITED4,CTNNB1,ARID5B,ARRB1,PPRC1,BCL9L
GOTERM_BP_DIRECT;positive regulation of apoptotic process;9;144;398;26481;1.48E-03;6.23E-02;4.16;9.00E-01;6.08E-02;3.42E-04;WNT11,CTNNB1,CYP1B1,TRP63,ADAM10,PHLDA1,BMP7,HIF1A,FOXO1
GOTERM_BP_DIRECT;cell fate specification;4;144;43;26481;1.62E-03;6.65E-02;17.11;9.20E-01;6.49E-02;8.78E-05;SOX2,TEAD4,CTNNB1,TBX6
GOTERM_CC_DIRECT;plasma membrane;52;144;6543;26676;1.86E-03;4.81E-02;1.47;3.51E-01;4.56E-02;1.24E-03;PTPRU,CD83,CERK,ITGB5,SLC44A1,IRS2,LDLRAD3,AQP4,GRIK1,ARRB1,RND3,EDNRB,BOC,PIEZO2,ITGAV,WLS,MYLIP,PRKCH,TTC7B,ADAM10,SLC39A10,AJAP1,ARL4C,CACNB2,TIAM1,ARL4A,DSG2,DSCAML1,SKAP1,FBLN2,DLL1,LYPD6,NKAIN1,GNA12,KCNN4,ASIC2,LY6G6E,ABCA1,JAG2,JAG1,PTCH1,TPBG,MERTK,DEF6,MPP7,EFNA1,PMP22,PLXNB2,CTNNB1,CNTN2,BMPR1B,FGFR3
GOTERM_BP_DIRECT;positive regulation of bone mineralization;4;144;46;26481;1.97E-03;7.87E-02;15.99;9.54E-01;7.69E-02;1.15E-04;PKDCC,BMPR1B,BMP7,FGFR3
GOTERM_BP_DIRECT;negative regulation of cell differentiation;6;144;166;26481;2.11E-03;8.21E-02;6.65;9.63E-01;8.02E-02;3.03E-04;SOX2,JAG1,CTNNB1,HES1,FGFR3,DLL1
GOTERM_BP_DIRECT;cell-matrix adhesion;5;144;102;26481;2.30E-03;8.73E-02;9.01;9.72E-01;8.52E-02;2.42E-04;TIAM1,ITGB5,CTNNB1,CNTN2,ITGAV
KEGG_PATHWAY;Proteoglycans in cancer;7;76;204;11151;2.46E-03;7.86E-02;5.03;3.15E-01;7.50E-02;4.65E-04;TIAM1,WNT11,ITGB5,PTCH1,CTNNB1,ITGAV,HIF1A
KEGG_PATHWAY;Arrhythmogenic right ventricular cardiomyopathy;5;76;86;11151;2.64E-03;7.86E-02;8.53;3.35E-01;7.50E-02;2.92E-04;CACNB2,ITGB5,CTNNB1,DSG2,ITGAV
KEGG_PATHWAY;Breast cancer;6;76;147;11151;3.06E-03;7.86E-02;5.99;3.76E-01;7.50E-02;4.85E-04;JAG2,JAG1,WNT11,CTNNB1,HES1,DLL1
GOTERM_BP_DIRECT;epithelial to mesenchymal transition;4;144;54;26481;3.13E-03;1.13E-01;13.62;9.92E-01;1.10E-01;2.15E-04;WNT11,SLC39A10,HMGA2,HIF1A
GOTERM_BP_DIRECT;dorsal/ventral pattern formation;4;144;54;26481;3.13E-03;1.13E-01;13.62;9.92E-01;1.10E-01;2.15E-04;LHX1,PTCH1,CTNNB1,BMPR1B
GOTERM_CC_DIRECT;neuronal cell body;11;144;668;26676;3.29E-03;7.64E-02;3.05;5.35E-01;7.25E-02;1.03E-03;TIAM1,PDE10A,DPYSL5,GNA12,BOC,CNTN2,ADAM10,GRIK1,KCNN4,BMPR1B,ASIC2
GOTERM_BP_DIRECT;embryonic organ development;4;144;55;26481;3.29E-03;1.16E-01;13.37;9.94E-01;1.14E-01;2.31E-04;SOX2,TEAD4,PTCH1,CTNNB1
UP_SEQ_FEATURE;DOMAIN:EGF-like 11;;;;;;;;;;;
GOTERM_BP_DIRECT;lens morphogenesis in camera-type eye;3;144;17;26481;3.73E-03;1.29E-01;32.45;9.97E-01;1.26E-01;1.01E-04;MEIS1,CTNNB1,FGFR3
UP_SEQ_FEATURE;TOPO_DOM:Cytoplasmic;35;143;3381;22331;3.79E-03;2.59E-01;1.62;9.25E-01;2.57E-01;2.27E-03;PTPRU,CD83,SLC44A1,ITGB5,TMEM94,GRIK1,LDLRAD3,AQP4,DLL1,LMAN1,EDNRB,BOC,PIEZO2,ITGAV,ASIC2,WLS,JAG2,CHST9,JAG1,GALNT2,PTCH1,GALNT1,TPBG,ADAM10,MERTK,AJAP1,PMP22,PLXNB2,B3GNT2,ASPHD2,DSG2,STT3B,BMPR1B,FGFR3,DSCAML1
GOTERM_BP_DIRECT;kidney development;6;144;192;26481;3.94E-03;1.33E-01;5.75;9.98E-01;1.30E-01;6.54E-04;WNT11,LHX1,IRX3,CTNNB1,ARID5B,BMP7
KEGG_PATHWAY;Hippo signaling pathway;6;76;158;11151;4.17E-03;8.14E-02;5.57;4.74E-01;7.77E-02;7.10E-04;SOX2,TEAD4,WNT11,CTNNB1,BMPR1B,BMP7
GOTERM_MF_DIRECT;DNA-binding transcription activator activity, RNA polymerase II-specific;10;143;538;24402;4.33E-03;1.94E-01;3.17;7.95E-01;1.92E-01;1.30E-03;SOX2,TEAD4,MEIS1,KLF13,IRX3,TRP63,HOXB1,HIF1A,KLF15,FOXO1
GOTERM_BP_DIRECT;bone mineralization;4;144;61;26481;4.41E-03;1.45E-01;12.06;9.99E-01;1.42E-01;3.44E-04;SBNO2,PKDCC,WNT11,FGFR3
GOTERM_BP_DIRECT;negative regulation of apoptotic process;11;144;693;26481;4.48E-03;1.45E-01;2.92;9.99E-01;1.42E-01;1.47E-03;RNF157,EDNRB,PLK2,FHL2,CTNNB1,HMGA2,DSG2,ARRB1,ASIC2,HIF1A,FOXO1
GOTERM_MF_DIRECT;metal ion binding;21;143;1825;24402;4.55E-03;1.94E-01;1.96;8.10E-01;1.92E-01;2.23E-03;PLEKHF2,MBNL1,ITGB5,INPP1,GALNT2,GALNT1,TRP63,ADAM10,ARL4C,LMAN1,ARL4A,PDE10A,LHX1,DMRTA1,MAB21L1,GNA12,ASPHD2,ITGAV,STT3B,BMPR1B,DSCAML1
GOTERM_BP_DIRECT;cell fate determination;3;144;19;26481;4.66E-03;1.48E-01;29.04;9.99E-01;1.45E-01;1.43E-04;JAG2,PTCH1,CTNNB1
KEGG_PATHWAY;Cytoskeleton in muscle cells;7;76;233;11151;4.73E-03;8.14E-02;4.41;5.18E-01;7.77E-02;1.02E-03;ITGB5,TPM1,FHL2,DSG2,ITGAV,FBLN2,MYL9
KEGG_PATHWAY;Efferocytosis;6;76;163;11151;4.76E-03;8.14E-02;5.4;5.20E-01;7.77E-02;8.36E-04;ABCA1,ITGB5,ADAM10,ITGAV,MERTK,HIF1A
UP_KW_PTM;Lipoprotein;17;120;930;14135;4.89E-03;8.31E-02;2.15;7.54E-02;8.31E-02;2.17E-03;ABCA1,SLC44A1,HPCA,LDLRAD3,AQP4,LYPD6,RND3,EFNA1,ARL4C,RNF157,TIAM1,ARL4A,WNT11,EDNRB,GNA12,CNTN2,DSG2
GOTERM_MF_DIRECT;beta-catenin binding;5;143;118;24402;5.05E-03;1.94E-01;7.23;8.43E-01;1.92E-01;6.63E-04;PTPRU,RORA,FOXO1,BCL9L,AJAP1
GOTERM_BP_DIRECT;inner ear auditory receptor cell differentiation;3;144;20;26481;5.16E-03;1.61E-01;27.58;1.00E+00;1.57E-01;1.68E-04;JAG2,JAG1,DLL1
GOTERM_BP_DIRECT;embryonic limb morphogenesis;4;144;65;26481;5.27E-03;1.61E-01;11.32;1.00E+00;1.57E-01;4.39E-04;MBNL1,PTCH1,TRP63,BMP7
GOTERM_MF_DIRECT;DNA binding;21;143;1851;24402;5.31E-03;1.94E-01;1.94;8.57E-01;1.92E-01;2.64E-03;TEAD4,KLF13,ZFAND3,IRX3,HMGA2,ARID5B,TRP63,RORA,NR2F2,TBX6,FOXP4,KLF15,HIF1A,FOXO1,SOX2,MEIS1,LHX1,ALX3,NKX1-1,HES1,HOXB1
GOTERM_BP_DIRECT;angiogenesis;7;144;297;26481;5.62E-03;1.65E-01;4.33;1.00E+00;1.61E-01;1.24E-03;EFNA1,MEIS1,CTNNB1,CYP1B1,ITGAV,RORA,HIF1A
GOTERM_BP_DIRECT;digestive tract morphogenesis;3;144;21;26481;5.69E-03;1.65E-01;26.27;1.00E+00;1.61E-01;1.95E-04;TRP63,HIF1A,FGFR3
GOTERM_BP_DIRECT;outflow tract morphogenesis;4;144;67;26481;5.74E-03;1.65E-01;10.98;1.00E+00;1.61E-01;4.93E-04;WNT11,CTNNB1,HES1,HIF1A
UP_SEQ_FEATURE;LIPID:N-myristoyl glycine;6;143;181;22331;6.07E-03;3.48E-01;5.18;9.84E-01;3.46E-01;1.11E-03;ARL4C,RNF157,TIAM1,ARL4A,SLC44A1,HPCA
UP_SEQ_FEATURE;COMPBIAS:Basic residues;26;143;2326;22331;6.12E-03;3.48E-01;1.75;9.85E-01;3.46E-01;3.38E-03;PHTF2,TMEM200B,NXPH3,TMEM94,ZFP608,FOXO1,RNF157,SUPT20,SBNO2,FIP1L1,PIEZO2,PHLDA1,BAHCC1,HMGA2,ARID5B,SLC39A10,FRMD4B,PPRC1,MPP7,CACNB2,TIAM1,IBTK,STT3B,KIFC3,MYL9,DSCAML1
GOTERM_BP_DIRECT;positive regulation of chondrocyte differentiation;3;144;22;26481;6.23E-03;1.76E-01;25.08;1.00E+00;1.72E-01;2.25E-04;PKDCC,BMPR1B,SOX5
GOTERM_BP_DIRECT;skeletal system development;5;144;136;26481;6.41E-03;1.77E-01;6.76;1.00E+00;1.73E-01;9.02E-04;JAG2,PKDCC,CTNNB1,TRP63,BMP7
GOTERM_BP_DIRECT;regulation of gene expression;9;144;508;26481;6.48E-03;1.77E-01;3.26;1.00E+00;1.73E-01;1.90E-03;SOX2,JAG1,LHX1,PMP22,CTNNB1,HMGA2,RORA,HIF1A,KLF15
INTERPRO;PH-like_dom_sf;9;146;424;22338;6.58E-03;1.00E+00;3.25;9.77E-01;1.00E+00;1.93E-03;PLEKHF2,TIAM1,MYLIP,PLEKHG1,ARHGEF10L,IRS2,FRMD4B,SKAP1,DEF6
GOTERM_BP_DIRECT;regulation of epithelial cell proliferation;3;144;23;26481;6.80E-03;1.77E-01;23.99;1.00E+00;1.73E-01;2.57E-04;EDNRB,HES1,FGFR3
GOTERM_BP_DIRECT;hindbrain development;3;144;23;26481;6.80E-03;1.77E-01;23.99;1.00E+00;1.73E-01;2.57E-04;CTNNB1,BMP7,WLS
GOTERM_BP_DIRECT;negative regulation of gene expression;8;144;408;26481;6.84E-03;1.77E-01;3.61;1.00E+00;1.73E-01;1.81E-03;LIN28A,ZFP503,PMP22,CTNNB1,ADAM10,HES1,HIF1A,FGFR3
GOTERM_CC_DIRECT;cell surface;12;144;864;26676;6.96E-03;1.47E-01;2.57;8.02E-01;1.39E-01;2.58E-03;ABCA1,ITGB5,BOC,PMP22,CNTN2,ADAM10,DSG2,ITGAV,LY6G6E,FGFR3,DSCAML1,AJAP1
GOTERM_MF_DIRECT;RNA polymerase II-specific DNA-binding transcription factor binding;6;143;205;24402;7.07E-03;2.14E-01;4.99;9.25E-01;2.12E-01;1.35E-03;SOX2,CTNNB1,HMGA2,HES1,TBX6,HIF1A
UP_SEQ_FEATURE;DOMAIN:PH;7;143;266;22331;7.19E-03;3.78E-01;4.11;9.93E-01;3.75E-01;1.66E-03;PLEKHF2,TIAM1,PLEKHG1,IRS2,PHLDA1,SKAP1,DEF6
GOTERM_MF_DIRECT;sequence-specific double-stranded DNA binding;10;143;584;24402;7.29E-03;2.14E-01;2.92;9.31E-01;2.12E-01;2.38E-03;KLF13,LHX1,IRX3,DMRTA1,ALX3,HES1,TBX6,HOXB1,KLF15,SOX5
GOTERM_BP_DIRECT;anterior/posterior axis specification;3;144;24;26481;7.39E-03;1.85E-01;22.99;1.00E+00;1.81E-01;2.93E-04;LHX1,CTNNB1,WLS
GOTERM_BP_DIRECT;stress fiber assembly;3;144;24;26481;7.39E-03;1.85E-01;22.99;1.00E+00;1.81E-01;2.93E-04;ITGB5,ARRB1,MYL9
INTERPRO;PH_domain;7;146;263;22338;7.51E-03;1.00E+00;4.07;9.86E-01;1.00E+00;1.75E-03;PLEKHF2,TIAM1,PLEKHG1,IRS2,PHLDA1,SKAP1,DEF6
GOTERM_MF_DIRECT;transcription corepressor binding;4;143;69;24402;7.64E-03;2.14E-01;9.89;9.39E-01;2.12E-01;7.28E-04;CTNNB1,HES1,RORA,HIF1A
GOTERM_BP_DIRECT;epithelial tube branching involved in lung morphogenesis;3;144;25;26481;8.01E-03;1.98E-01;22.07;1.00E+00;1.93E-01;3.32E-04;SOX2,CTNNB1,HMGA2
UP_SEQ_FEATURE;DOMAIN:EGF-like 6;;;;;;;;;;;
GOTERM_BP_DIRECT;negative regulation of cellular senescence;3;144;26;26481;8.65E-03;2.09E-01;21.22;1.00E+00;2.04E-01;3.74E-04;PLK2,HMGA2,TRP63
KEGG_PATHWAY;Notch signaling pathway;4;76;63;11151;8.69E-03;1.34E-01;9.32;7.39E-01;1.28E-01;8.75E-04;JAG2,JAG1,HES1,DLL1
GOTERM_BP_DIRECT;positive regulation of cell adhesion;4;144;78;26481;8.73E-03;2.09E-01;9.43;1.00E+00;2.04E-01;8.76E-04;TPM1,DSG2,ITGAV,SKAP1
GOTERM_MF_DIRECT;Notch binding;3;143;25;24402;9.24E-03;2.41E-01;20.48;9.66E-01;2.38E-01;4.12E-04;JAG2,JAG1,DLL1
GOTERM_CC_DIRECT;cytoplasmic vesicle;8;144;438;26676;9.52E-03;1.63E-01;3.38;8.91E-01;1.54E-01;2.68E-03;PLEKHF2,RNF157,UVRAG,ARRB1,PHLDA1,FGFR3,DLL1,WLS
GOTERM_CC_DIRECT;cell junction;6;144;241;26676;9.79E-03;1.63E-01;4.61;8.98E-01;1.54E-01;2.02E-03;TIAM1,PPP1R13L,CTNNB1,AQP4,DSG2,MPP7
